stable_ref,paragraph_id,decision_id,action,start,end,suppressed_token
LDC.T19.E0052.P050,LDC.T19.E0052.P050,LEAD-07012,SUPPRESS_LAYOUT_MARKER,0,2,'- '
LDC.T19.E0052.P051,LDC.T19.E0052.P051,LEAD-07013,SUPPRESS_LAYOUT_MARKER,0,2,'- '
LDC.T19.E0053.P006,LDC.T19.E0053.P006,LEAD-07014,SUPPRESS_LAYOUT_MARKER,0,2,'- '
LDC.T19.E0053.P009,LDC.T19.E0053.P009,LEAD-07015,SUPPRESS_LAYOUT_MARKER,0,2,'- '
LDC.T19.E0053.P010,LDC.T19.E0053.P010,LEAD-07016,SUPPRESS_LAYOUT_MARKER,0,2,'- '
LDC.T19.E0053.P011,LDC.T19.E0053.P011,LEAD-07017,SUPPRESS_LAYOUT_MARKER,0,2,'- '
LDC.T19.E0053.P013,LDC.T19.E0053.P013,LEAD-07018,SUPPRESS_LAYOUT_MARKER,0,2,'- '
LDC.T19.E0053.P014,LDC.T19.E0053.P014,LEAD-07019,SUPPRESS_LAYOUT_MARKER,0,2,'- '
LDC.T19.E0053.P016,LDC.T19.E0053.P016,LEAD-07020,SUPPRESS_LAYOUT_MARKER,0,2,'- '
LDC.T19.E0053.P018,LDC.T19.E0053.P018,LEAD-07021,SUPPRESS_LAYOUT_MARKER,0,2,'- '
LDC.T19.E0053.P021,LDC.T19.E0053.P021,LEAD-07022,SUPPRESS_LAYOUT_MARKER,0,1,'-'
LDC.T19.E0053.P022,LDC.T19.E0053.P022,LEAD-07023,SUPPRESS_LAYOUT_MARKER,0,1,'-'
LDC.T19.E0053.P024,LDC.T19.E0053.P024,LEAD-07024,SUPPRESS_LAYOUT_MARKER,0,2,'- '
LDC.T19.E0053.P025,LDC.T19.E0053.P025,LEAD-07025,SUPPRESS_LAYOUT_MARKER,0,2,'- '
LDC.T19.E0053.P028,LDC.T19.E0053.P028,LEAD-07026,SUPPRESS_LAYOUT_MARKER,0,2,'- '
LDC.T19.E0053.P030,LDC.T19.E0053.P030,LEAD-07027,SUPPRESS_LAYOUT_MARKER,0,2,'- '
LDC.T19.E0053.P032,LDC.T19.E0053.P032,LEAD-07028,SUPPRESS_LAYOUT_MARKER,0,2,'- '
LDC.T19.E0053.P033,LDC.T19.E0053.P033,LEAD-07029,SUPPRESS_LAYOUT_MARKER,0,2,'- '
LDC.T19.E0053.P034,LDC.T19.E0053.P034,LEAD-07030,SUPPRESS_LAYOUT_MARKER,0,2,'- '
LDC.T19.E0053.P035,LDC.T19.E0053.P035,LEAD-07031,SUPPRESS_LAYOUT_MARKER,0,2,'- '
LDC.T19.E0053.P037,LDC.T19.E0053.P037,LEAD-07032,SUPPRESS_LAYOUT_MARKER,0,2,'- '
LDC.T19.E0053.P038,LDC.T19.E0053.P038,LEAD-07033,SUPPRESS_LAYOUT_MARKER,0,2,'- '
LDC.T19.E0053.P040,LDC.T19.E0053.P040,LEAD-07034,SUPPRESS_LAYOUT_MARKER,0,2,'- '
LDC.T19.E0053.P043,LDC.T19.E0053.P043,LEAD-07035,SUPPRESS_LAYOUT_MARKER,0,2,'- '
LDC.T19.E0053.P044,LDC.T19.E0053.P044,LEAD-07036,SUPPRESS_LAYOUT_MARKER,0,2,'- '
LDC.T19.E0053.P046,LDC.T19.E0053.P046,LEAD-07037,SUPPRESS_LAYOUT_MARKER,0,2,'- '
LDC.T19.E0053.P047,LDC.T19.E0053.P047,LEAD-07038,SUPPRESS_LAYOUT_MARKER,0,2,'- '
LDC.T19.E0053.P048,LDC.T19.E0053.P048,LEAD-07039,SUPPRESS_LAYOUT_MARKER,0,2,'- '
LDC.T19.E0053.P053,LDC.T19.E0053.P053,LEAD-07040,SUPPRESS_LAYOUT_MARKER,0,2,'- '
LDC.T19.E0053.P054,LDC.T19.E0053.P054,LEAD-07041,SUPPRESS_LAYOUT_MARKER,0,2,'- '
LDC.T19.E0054.P003,LDC.T19.E0054.P003,LEAD-07042,SUPPRESS_LAYOUT_MARKER,0,2,'- '
LDC.T19.E0054.P004,LDC.T19.E0054.P004,LEAD-07043,SUPPRESS_LAYOUT_MARKER,0,2,'- '
LDC.T19.E0054.P011,LDC.T19.E0054.P011,LEAD-07044,SUPPRESS_LAYOUT_MARKER,0,2,'- '
LDC.T19.E0054.P012,LDC.T19.E0054.P012,LEAD-07045,SUPPRESS_LAYOUT_MARKER,0,2,'- '
LDC.T19.E0054.P018,LDC.T19.E0054.P018,LEAD-07046,SUPPRESS_LAYOUT_MARKER,0,2,'- '
LDC.T19.E0054.P019,LDC.T19.E0054.P019,LEAD-07047,SUPPRESS_LAYOUT_MARKER,0,2,'- '
LDC.T19.E0054.P022,LDC.T19.E0054.P022,LEAD-07048,SUPPRESS_LAYOUT_MARKER,0,2,'- '
LDC.T19.E0054.P024,LDC.T19.E0054.P024,LEAD-07049,SUPPRESS_LAYOUT_MARKER,0,2,'- '
LDC.T19.E0054.P027,LDC.T19.E0054.P027,LEAD-07050,SUPPRESS_LAYOUT_MARKER,0,2,'- '
LDC.T19.E0054.P028,LDC.T19.E0054.P028,LEAD-07051,SUPPRESS_LAYOUT_MARKER,0,2,'- '
LDC.T19.E0054.P030,LDC.T19.E0054.P030,LEAD-07052,SUPPRESS_LAYOUT_MARKER,0,2,'- '
LDC.T19.E0054.P032,LDC.T19.E0054.P032,LEAD-07053,SUPPRESS_LAYOUT_MARKER,0,2,'- '
LDC.T19.E0054.P033,LDC.T19.E0054.P033,LEAD-07054,SUPPRESS_LAYOUT_MARKER,0,2,'- '
LDC.T19.E0054.P035,LDC.T19.E0054.P035,LEAD-07055,SUPPRESS_LAYOUT_MARKER,0,2,'- '
LDC.T19.E0054.P036,LDC.T19.E0054.P036,LEAD-07056,SUPPRESS_LAYOUT_MARKER,0,2,'- '
LDC.T19.E0054.P038,LDC.T19.E0054.P038,LEAD-07057,SUPPRESS_LAYOUT_MARKER,0,2,'- '
LDC.T19.E0054.P040,LDC.T19.E0054.P040,LEAD-07058,SUPPRESS_LAYOUT_MARKER,0,2,'- '
LDC.T19.E0054.P043,LDC.T19.E0054.P043,LEAD-07059,SUPPRESS_LAYOUT_MARKER,0,2,'- '
LDC.T19.E0054.P044,LDC.T19.E0054.P044,LEAD-07060,SUPPRESS_LAYOUT_MARKER,0,2,'- '
LDC.T19.E0054.P045,LDC.T19.E0054.P045,LEAD-07061,SUPPRESS_LAYOUT_MARKER,0,2,'- '
LDC.T19.E0054.P046,LDC.T19.E0054.P046,LEAD-07062,SUPPRESS_LAYOUT_MARKER,0,2,'- '
LDC.T19.E0054.P048,LDC.T19.E0054.P048,LEAD-07063,SUPPRESS_LAYOUT_MARKER,0,2,'- '
LDC.T19.E0054.P050,LDC.T19.E0054.P050,LEAD-07064,SUPPRESS_LAYOUT_MARKER,0,2,'- '
LDC.T19.E0054.P051,LDC.T19.E0054.P051,LEAD-07065,SUPPRESS_LAYOUT_MARKER,0,2,'- '
LDC.T19.E0054.P057,LDC.T19.E0054.P057,LEAD-07066,SUPPRESS_LAYOUT_MARKER,0,2,'- '
LDC.T19.E0054.P059,LDC.T19.E0054.P059,LEAD-07067,SUPPRESS_LAYOUT_MARKER,0,2,'- '
LDC.T19.E0054.P061,LDC.T19.E0054.P061,LEAD-07068,SUPPRESS_LAYOUT_MARKER,0,2,'- '
LDC.T19.E0054.P064,LDC.T19.E0054.P064,LEAD-07069,SUPPRESS_LAYOUT_MARKER,0,2,'- '
LDC.T19.E0054.P068,LDC.T19.E0054.P068,LEAD-07070,SUPPRESS_LAYOUT_MARKER,0,2,'- '
LDC.T19.E0054.P069,LDC.T19.E0054.P069,LEAD-07071,SUPPRESS_LAYOUT_MARKER,0,2,'- '
LDC.T19.E0054.P071,LDC.T19.E0054.P071,LEAD-07072,SUPPRESS_LAYOUT_MARKER,0,2,'- '
LDC.T19.E0054.P074,LDC.T19.E0054.P074,LEAD-07073,SUPPRESS_LAYOUT_MARKER,0,1,'-'
LDC.T19.E0054.P079,LDC.T19.E0054.P079,LEAD-07074,SUPPRESS_LAYOUT_MARKER,0,2,'- '
LDC.T19.E0054.P080,LDC.T19.E0054.P080,LEAD-07075,SUPPRESS_LAYOUT_MARKER,0,1,'-'
LDC.T19.E0054.P083,LDC.T19.E0054.P083,LEAD-07076,SUPPRESS_LAYOUT_MARKER,0,2,'- '
LDC.T19.E0054.P084,LDC.T19.E0054.P084,LEAD-07077,SUPPRESS_LAYOUT_MARKER,0,2,'- '
LDC.T19.E0054.P085,LDC.T19.E0054.P085,LEAD-07078,SUPPRESS_LAYOUT_MARKER,0,2,'- '
LDC.T19.E0054.P086,LDC.T19.E0054.P086,LEAD-07079,SUPPRESS_LAYOUT_MARKER,0,2,'- '
LDC.T19.E0054.P087,LDC.T19.E0054.P087,LEAD-07080,SUPPRESS_LAYOUT_MARKER,0,2,'- '
LDC.T19.E0054.P088,LDC.T19.E0054.P088,LEAD-07081,SUPPRESS_LAYOUT_MARKER,0,2,'- '
LDC.T19.E0054.P089,LDC.T19.E0054.P089,LEAD-07082,SUPPRESS_LAYOUT_MARKER,0,2,'- '
LDC.T19.E0054.P092,LDC.T19.E0054.P092,LEAD-07083,SUPPRESS_LAYOUT_MARKER,0,2,'- '
LDC.T19.E0054.P095,LDC.T19.E0054.P095,LEAD-07084,SUPPRESS_LAYOUT_MARKER,0,2,'- '
LDC.T19.E0054.P096,LDC.T19.E0054.P096,LEAD-07085,SUPPRESS_LAYOUT_MARKER,0,2,'- '
LDC.T19.E0054.P100,LDC.T19.E0054.P100,LEAD-07086,SUPPRESS_LAYOUT_MARKER,0,2,'- '
LDC.T19.E0054.P103,LDC.T19.E0054.P103,LEAD-07087,SUPPRESS_LAYOUT_MARKER,0,2,'- '
LDC.T19.E0054.P104,LDC.T19.E0054.P104,LEAD-07088,SUPPRESS_LAYOUT_MARKER,0,2,'- '
LDC.T19.E0055.P005,LDC.T19.E0055.P005,LEAD-07089,SUPPRESS_LAYOUT_MARKER,0,2,'- '
LDC.T19.E0055.P006,LDC.T19.E0055.P006,LEAD-07090,SUPPRESS_LAYOUT_MARKER,0,2,'- '
LDC.T19.E0055.P008,LDC.T19.E0055.P008,LEAD-07091,SUPPRESS_LAYOUT_MARKER,0,2,'- '
LDC.T19.E0055.P011,LDC.T19.E0055.P011,LEAD-07092,SUPPRESS_LAYOUT_MARKER,0,2,'- '
LDC.T19.E0055.P012,LDC.T19.E0055.P012,LEAD-07093,SUPPRESS_LAYOUT_MARKER,0,2,'- '
LDC.T19.E0055.P014,LDC.T19.E0055.P014,LEAD-07094,SUPPRESS_LAYOUT_MARKER,0,2,'- '
LDC.T19.E0055.P017,LDC.T19.E0055.P017,LEAD-07095,SUPPRESS_LAYOUT_MARKER,0,2,'- '
LDC.T19.E0055.P023,LDC.T19.E0055.P023,LEAD-07096,SUPPRESS_LAYOUT_MARKER,0,2,'- '
LDC.T19.E0055.P025,LDC.T19.E0055.P025,LEAD-07097,SUPPRESS_LAYOUT_MARKER,0,2,'- '
LDC.T19.E0055.P027,LDC.T19.E0055.P027,LEAD-07098,SUPPRESS_LAYOUT_MARKER,0,2,'- '
LDC.T19.E0055.P028,LDC.T19.E0055.P028,LEAD-07099,SUPPRESS_LAYOUT_MARKER,0,2,'- '
LDC.T19.E0055.P029,LDC.T19.E0055.P029,LEAD-07100,SUPPRESS_LAYOUT_MARKER,0,2,'- '
LDC.T19.E0055.P032,LDC.T19.E0055.P032,LEAD-07101,SUPPRESS_LAYOUT_MARKER,0,2,'- '
LDC.T19.E0055.P034,LDC.T19.E0055.P034,LEAD-07102,SUPPRESS_LAYOUT_MARKER,0,2,'- '
LDC.T19.E0055.P039,LDC.T19.E0055.P039,LEAD-07103,SUPPRESS_LAYOUT_MARKER,0,2,'- '
LDC.T19.E0055.P040,LDC.T19.E0055.P040,LEAD-07104,SUPPRESS_LAYOUT_MARKER,0,2,'- '
LDC.T19.E0055.P043,LDC.T19.E0055.P043,LEAD-07105,SUPPRESS_LAYOUT_MARKER,0,2,'- '
LDC.T19.E0055.P044,LDC.T19.E0055.P044,LEAD-07106,SUPPRESS_LAYOUT_MARKER,0,2,'- '
LDC.T19.E0055.P045,LDC.T19.E0055.P045,LEAD-07107,SUPPRESS_LAYOUT_MARKER,0,2,'- '
LDC.T19.E0055.P046,LDC.T19.E0055.P046,LEAD-07108,SUPPRESS_LAYOUT_MARKER,0,2,'- '
LDC.T19.E0055.P047,LDC.T19.E0055.P047,LEAD-07109,SUPPRESS_LAYOUT_MARKER,0,2,'- '
LDC.T19.E0055.P049,LDC.T19.E0055.P049,LEAD-07110,SUPPRESS_LAYOUT_MARKER,0,2,'- '
LDC.T19.E0055.P050,LDC.T19.E0055.P050,LEAD-07111,SUPPRESS_LAYOUT_MARKER,0,2,'- '
LDC.T19.E0056.P006,LDC.T19.E0056.P006,LEAD-07112,SUPPRESS_LAYOUT_MARKER,0,2,'- '
LDC.T19.E0056.P007,LDC.T19.E0056.P007,LEAD-07113,SUPPRESS_LAYOUT_MARKER,0,2,'- '
LDC.T19.E0056.P011,LDC.T19.E0056.P011,LEAD-07114,SUPPRESS_LAYOUT_MARKER,0,2,'- '
LDC.T19.E0056.P013,LDC.T19.E0056.P013,LEAD-07115,SUPPRESS_LAYOUT_MARKER,0,2,'- '
LDC.T19.E0056.P014,LDC.T19.E0056.P014,LEAD-07116,SUPPRESS_LAYOUT_MARKER,0,2,'- '
LDC.T19.E0056.P017,LDC.T19.E0056.P017,LEAD-07117,SUPPRESS_LAYOUT_MARKER,0,2,'- '
LDC.T19.E0056.P018,LDC.T19.E0056.P018,LEAD-07118,SUPPRESS_LAYOUT_MARKER,0,2,'- '
LDC.T19.E0056.P023,LDC.T19.E0056.P023,LEAD-07119,SUPPRESS_LAYOUT_MARKER,0,1,'-'
LDC.T19.E0056.P026,LDC.T19.E0056.P026,LEAD-07120,SUPPRESS_LAYOUT_MARKER,0,2,'- '
LDC.T19.E0056.P027,LDC.T19.E0056.P027,LEAD-07121,SUPPRESS_LAYOUT_MARKER,0,2,'- '
LDC.T19.E0056.P029,LDC.T19.E0056.P029,LEAD-07122,SUPPRESS_LAYOUT_MARKER,0,2,'- '
LDC.T19.E0056.P031,LDC.T19.E0056.P031,LEAD-07123,SUPPRESS_LAYOUT_MARKER,0,2,'- '
LDC.T19.E0056.P033,LDC.T19.E0056.P033,LEAD-07124,SUPPRESS_LAYOUT_MARKER,0,2,'- '
LDC.T19.E0056.P036,LDC.T19.E0056.P036,LEAD-07125,SUPPRESS_LAYOUT_MARKER,0,2,'- '
LDC.T19.E0056.P037,LDC.T19.E0056.P037,LEAD-07126,SUPPRESS_LAYOUT_MARKER,0,2,'- '
LDC.T19.E0056.P039,LDC.T19.E0056.P039,LEAD-07127,SUPPRESS_LAYOUT_MARKER,0,2,'- '
LDC.T19.E0056.P042,LDC.T19.E0056.P042,LEAD-07128,SUPPRESS_LAYOUT_MARKER,0,2,'- '
LDC.T19.E0056.P043,LDC.T19.E0056.P043,LEAD-07129,SUPPRESS_LAYOUT_MARKER,0,2,'- '
LDC.T19.E0056.P046,LDC.T19.E0056.P046,LEAD-07130,SUPPRESS_LAYOUT_MARKER,0,2,'- '
LDC.T19.E0056.P048,LDC.T19.E0056.P048,LEAD-07131,SUPPRESS_LAYOUT_MARKER,0,2,'- '
LDC.T19.E0056.P053,LDC.T19.E0056.P053,LEAD-07132,SUPPRESS_LAYOUT_MARKER,0,2,'- '
LDC.T19.E0056.P055,LDC.T19.E0056.P055,LEAD-07133,SUPPRESS_LAYOUT_MARKER,0,1,'-'
LDC.T19.E0056.P056,LDC.T19.E0056.P056,LEAD-07134,SUPPRESS_LAYOUT_MARKER,0,2,'- '
LDC.T19.E0056.P060,LDC.T19.E0056.P060,LEAD-07135,SUPPRESS_LAYOUT_MARKER,0,2,'- '
LDC.T19.E0056.P061,LDC.T19.E0056.P061,LEAD-07136,SUPPRESS_LAYOUT_MARKER,0,2,'- '
LDC.T19.E0056.P063,LDC.T19.E0056.P063,LEAD-07137,SUPPRESS_LAYOUT_MARKER,0,2,'- '
LDC.T19.E0056.P064,LDC.T19.E0056.P064,LEAD-07138,SUPPRESS_LAYOUT_MARKER,0,2,'- '
LDC.T19.E0056.P065,LDC.T19.E0056.P065,LEAD-07139,SUPPRESS_LAYOUT_MARKER,0,2,'- '
LDC.T19.E0056.P066,LDC.T19.E0056.P066,LEAD-07140,SUPPRESS_LAYOUT_MARKER,0,2,'- '
LDC.T19.E0056.P069,LDC.T19.E0056.P069,LEAD-07141,SUPPRESS_LAYOUT_MARKER,0,2,'- '
LDC.T19.E0056.P070,LDC.T19.E0056.P070,LEAD-07142,SUPPRESS_LAYOUT_MARKER,0,2,'- '
LDC.T19.E0056.P071,LDC.T19.E0056.P071,LEAD-07143,SUPPRESS_LAYOUT_MARKER,0,2,'- '
LDC.T19.E0056.P072,LDC.T19.E0056.P072,LEAD-07144,SUPPRESS_LAYOUT_MARKER,0,2,'- '
LDC.T19.E0056.P073,LDC.T19.E0056.P073,LEAD-07145,SUPPRESS_LAYOUT_MARKER,0,2,'- '
LDC.T19.E0056.P076,LDC.T19.E0056.P076,LEAD-07146,SUPPRESS_LAYOUT_MARKER,0,2,'- '
LDC.T19.E0056.P078,LDC.T19.E0056.P078,LEAD-07147,SUPPRESS_LAYOUT_MARKER,0,2,'- '
LDC.T19.E0056.P084,LDC.T19.E0056.P084,LEAD-07148,SUPPRESS_LAYOUT_MARKER,0,2,'- '
LDC.T19.E0056.P085,LDC.T19.E0056.P085,LEAD-07149,SUPPRESS_LAYOUT_MARKER,0,2,'- '
LDC.T19.E0056.P086,LDC.T19.E0056.P086,LEAD-07150,SUPPRESS_LAYOUT_MARKER,0,1,'-'
LDC.T19.E0057.P002,LDC.T19.E0057.P002,LEAD-07151,SUPPRESS_LAYOUT_MARKER,0,2,'- '
LDC.T19.E0057.P003,LDC.T19.E0057.P003,LEAD-07152,SUPPRESS_LAYOUT_MARKER,0,2,'- '
LDC.T19.E0057.P005,LDC.T19.E0057.P005,LEAD-07153,SUPPRESS_LAYOUT_MARKER,0,2,'- '
LDC.T19.E0057.P006,LDC.T19.E0057.P006,LEAD-07154,SUPPRESS_LAYOUT_MARKER,0,2,'- '
LDC.T19.E0057.P008,LDC.T19.E0057.P008,LEAD-07155,SUPPRESS_LAYOUT_MARKER,0,2,'- '
LDC.T19.E0057.P013,LDC.T19.E0057.P013,LEAD-07156,SUPPRESS_LAYOUT_MARKER,0,2,'- '
LDC.T19.E0057.P014,LDC.T19.E0057.P014,LEAD-07157,SUPPRESS_LAYOUT_MARKER,0,2,'- '
LDC.T19.E0057.P016,LDC.T19.E0057.P016,LEAD-07158,SUPPRESS_LAYOUT_MARKER,0,2,'- '
LDC.T19.E0057.P017,LDC.T19.E0057.P017,LEAD-07159,SUPPRESS_LAYOUT_MARKER,0,2,'- '
LDC.T19.E0057.P019,LDC.T19.E0057.P019,LEAD-07160,SUPPRESS_LAYOUT_MARKER,0,2,'- '
LDC.T19.E0057.P020,LDC.T19.E0057.P020,LEAD-07161,SUPPRESS_LAYOUT_MARKER,0,2,'- '
LDC.T19.E0057.P022,LDC.T19.E0057.P022,LEAD-07162,SUPPRESS_LAYOUT_MARKER,0,2,'- '
LDC.T19.E0057.P026,LDC.T19.E0057.P026,LEAD-07163,SUPPRESS_LAYOUT_MARKER,0,2,'- '
LDC.T19.E0057.P028,LDC.T19.E0057.P028,LEAD-07164,SUPPRESS_LAYOUT_MARKER,0,2,'- '
LDC.T19.E0057.P030,LDC.T19.E0057.P030,LEAD-07165,SUPPRESS_LAYOUT_MARKER,0,2,'- '
LDC.T19.E0057.P031,LDC.T19.E0057.P031,LEAD-07166,SUPPRESS_LAYOUT_MARKER,0,2,'- '
LDC.T19.E0057.P032,LDC.T19.E0057.P032,LEAD-07167,SUPPRESS_LAYOUT_MARKER,0,2,'- '
LDC.T19.E0057.P033,LDC.T19.E0057.P033,LEAD-07168,SUPPRESS_LAYOUT_MARKER,0,2,'- '
LDC.T19.E0057.P034,LDC.T19.E0057.P034,LEAD-07169,SUPPRESS_LAYOUT_MARKER,0,2,'- '
LDC.T19.E0057.P036,LDC.T19.E0057.P036,LEAD-07170,SUPPRESS_LAYOUT_MARKER,0,2,'- '
LDC.T19.E0057.P038,LDC.T19.E0057.P038,LEAD-07171,SUPPRESS_LAYOUT_MARKER,0,2,'- '
LDC.T19.E0057.P039,LDC.T19.E0057.P039,LEAD-07172,SUPPRESS_LAYOUT_MARKER,0,2,'- '
LDC.T19.E0057.P042,LDC.T19.E0057.P042,LEAD-07173,SUPPRESS_LAYOUT_MARKER,0,2,'- '
LDC.T19.E0057.P047,LDC.T19.E0057.P047,LEAD-07174,SUPPRESS_LAYOUT_MARKER,0,2,'- '
LDC.T19.E0057.P048,LDC.T19.E0057.P048,LEAD-07175,SUPPRESS_LAYOUT_MARKER,0,2,'- '
LDC.T19.E0057.P052,LDC.T19.E0057.P052,LEAD-07176,SUPPRESS_LAYOUT_MARKER,0,2,'- '
LDC.T19.E0057.P053,LDC.T19.E0057.P053,LEAD-07177,SUPPRESS_LAYOUT_MARKER,0,2,'- '
LDC.T19.E0057.P054,LDC.T19.E0057.P054,LEAD-07178,SUPPRESS_LAYOUT_MARKER,0,2,'- '
LDC.T19.E0057.P060,LDC.T19.E0057.P060,LEAD-07179,SUPPRESS_LAYOUT_MARKER,0,2,'- '
LDC.T19.E0057.P063,LDC.T19.E0057.P063,LEAD-07180,SUPPRESS_LAYOUT_MARKER,0,2,'- '
LDC.T19.E0057.P065,LDC.T19.E0057.P065,LEAD-07181,SUPPRESS_LAYOUT_MARKER,0,2,'- '
LDC.T19.E0057.P067,LDC.T19.E0057.P067,LEAD-07182,SUPPRESS_LAYOUT_MARKER,0,2,'- '
LDC.T19.E0057.P069,LDC.T19.E0057.P069,LEAD-07183,SUPPRESS_LAYOUT_MARKER,0,2,'- '
LDC.T19.E0057.P070,LDC.T19.E0057.P070,LEAD-07184,SUPPRESS_LAYOUT_MARKER,0,2,'- '
LDC.T19.E0057.P072,LDC.T19.E0057.P072,LEAD-07185,SUPPRESS_LAYOUT_MARKER,0,2,'- '
LDC.T19.E0057.P073,LDC.T19.E0057.P073,LEAD-07186,SUPPRESS_LAYOUT_MARKER,0,2,'- '
LDC.T19.E0057.P075,LDC.T19.E0057.P075,LEAD-07187,SUPPRESS_LAYOUT_MARKER,0,2,'- '
LDC.T19.E0057.P076,LDC.T19.E0057.P076,LEAD-07188,SUPPRESS_LAYOUT_MARKER,0,2,'- '
LDC.T19.E0057.P077,LDC.T19.E0057.P077,LEAD-07189,SUPPRESS_LAYOUT_MARKER,0,2,'- '
LDC.T19.E0058.P002,LDC.T19.E0058.P002,LEAD-07190,SUPPRESS_LAYOUT_MARKER,0,2,'- '
LDC.T19.E0058.P003,LDC.T19.E0058.P003,LEAD-07191,SUPPRESS_LAYOUT_MARKER,0,2,'- '
LDC.T19.E0058.P004,LDC.T19.E0058.P004,LEAD-07192,SUPPRESS_LAYOUT_MARKER,0,2,'- '
LDC.T19.E0058.P006,LDC.T19.E0058.P006,LEAD-07193,SUPPRESS_LAYOUT_MARKER,0,2,'- '
LDC.T19.E0058.P007,LDC.T19.E0058.P007,LEAD-07194,SUPPRESS_LAYOUT_MARKER,0,2,'- '
LDC.T19.E0058.P021,LDC.T19.E0058.P021,LEAD-07195,SUPPRESS_LAYOUT_MARKER,0,1,'-'
LDC.T19.E0058.P022,LDC.T19.E0058.P022,LEAD-07196,SUPPRESS_LAYOUT_MARKER,0,1,'-'
LDC.T19.E0058.P024,LDC.T19.E0058.P024,LEAD-07197,SUPPRESS_LAYOUT_MARKER,0,1,'-'
LDC.T19.E0058.P025,LDC.T19.E0058.P025,LEAD-07198,SUPPRESS_LAYOUT_MARKER,0,1,'-'
LDC.T19.E0058.P027,LDC.T19.E0058.P027,LEAD-07199,SUPPRESS_LAYOUT_MARKER,0,2,'- '
LDC.T19.E0058.P028,LDC.T19.E0058.P028,LEAD-07200,SUPPRESS_LAYOUT_MARKER,0,2,'- '
LDC.T19.E0058.P030,LDC.T19.E0058.P030,LEAD-07201,SUPPRESS_LAYOUT_MARKER,0,2,'- '
LDC.T19.E0058.P031,LDC.T19.E0058.P031,LEAD-07202,SUPPRESS_LAYOUT_MARKER,0,2,'- '
LDC.T19.E0058.P035,LDC.T19.E0058.P035,LEAD-07203,SUPPRESS_LAYOUT_MARKER,0,2,'- '
LDC.T19.E0058.P036,LDC.T19.E0058.P036,LEAD-07204,SUPPRESS_LAYOUT_MARKER,0,2,'- '
LDC.T19.E0058.P037,LDC.T19.E0058.P037,LEAD-07205,SUPPRESS_LAYOUT_MARKER,0,2,'- '
LDC.T19.E0058.P039,LDC.T19.E0058.P039,LEAD-07206,SUPPRESS_LAYOUT_MARKER,0,2,'- '
LDC.T19.E0058.P043,LDC.T19.E0058.P043,LEAD-07207,SUPPRESS_LAYOUT_MARKER,0,2,'- '
LDC.T19.E0058.P044,LDC.T19.E0058.P044,LEAD-07208,SUPPRESS_LAYOUT_MARKER,0,2,'- '
LDC.T19.E0058.P045,LDC.T19.E0058.P045,LEAD-07209,SUPPRESS_LAYOUT_MARKER,0,2,'- '
LDC.T19.E0058.P047,LDC.T19.E0058.P047,LEAD-07210,SUPPRESS_LAYOUT_MARKER,0,2,'- '
LDC.T19.E0058.P048,LDC.T19.E0058.P048,LEAD-07211,SUPPRESS_LAYOUT_MARKER,0,2,'- '
LDC.T19.E0058.P049,LDC.T19.E0058.P049,LEAD-07212,SUPPRESS_LAYOUT_MARKER,0,2,'- '
LDC.T19.E0058.P050,LDC.T19.E0058.P050,LEAD-07213,SUPPRESS_LAYOUT_MARKER,0,2,'- '
LDC.T19.E0058.P051,LDC.T19.E0058.P051,LEAD-07214,SUPPRESS_LAYOUT_MARKER,0,2,'- '
LDC.T19.E0058.P052,LDC.T19.E0058.P052,LEAD-07215,SUPPRESS_LAYOUT_MARKER,0,2,'- '
LDC.T19.E0058.P057,LDC.T19.E0058.P057,LEAD-07216,SUPPRESS_LAYOUT_MARKER,0,1,'-'
LDC.T19.E0058.P059,LDC.T19.E0058.P059,LEAD-07217,SUPPRESS_LAYOUT_MARKER,0,2,'- '
LDC.T19.E0058.P062,LDC.T19.E0058.P062,LEAD-07218,SUPPRESS_LAYOUT_MARKER,0,2,'- '
LDC.T19.E0058.P063,LDC.T19.E0058.P063,LEAD-07219,SUPPRESS_LAYOUT_MARKER,0,2,'- '
LDC.T19.E0058.P067,LDC.T19.E0058.P067,LEAD-07220,SUPPRESS_LAYOUT_MARKER,0,2,'- '
LDC.T19.E0058.P068,LDC.T19.E0058.P068,LEAD-07221,SUPPRESS_LAYOUT_MARKER,0,2,'- '
LDC.T19.E0058.P072,LDC.T19.E0058.P072,LEAD-07222,SUPPRESS_LAYOUT_MARKER,0,2,'- '
LDC.T19.E0058.P073,LDC.T19.E0058.P073,LEAD-07223,SUPPRESS_LAYOUT_MARKER,0,2,'- '
LDC.T19.E0058.P078,LDC.T19.E0058.P078,LEAD-07224,SUPPRESS_LAYOUT_MARKER,0,2,'- '
LDC.T19.E0058.P079,LDC.T19.E0058.P079,LEAD-07225,SUPPRESS_LAYOUT_MARKER,0,2,'- '
LDC.T19.E0058.P083,LDC.T19.E0058.P083,LEAD-07226,SUPPRESS_LAYOUT_MARKER,0,2,'- '
LDC.T19.E0058.P084,LDC.T19.E0058.P084,LEAD-07227,SUPPRESS_LAYOUT_MARKER,0,2,'- '
LDC.T19.E0058.P085,LDC.T19.E0058.P085,LEAD-07228,SUPPRESS_LAYOUT_MARKER,0,2,'- '
LDC.T19.E0058.P090,LDC.T19.E0058.P090,LEAD-07229,SUPPRESS_LAYOUT_MARKER,0,2,'- '
