flow_id,entry_id,classification,member_index,paragraph_id,stable_ref,canonical_length,display_joiner,speech_run_policy,suppress_next_leading_ranges
FLOW.T01.P005-P009.sec014,ldc_t01_sec014,inherited_dash_continuation,0,ldc_t01_sec014_p005,LDC.T01.SEC014.P005,179,space,continue_same_speaker_only,"[[0, 2]]"
FLOW.T01.P005-P009.sec014,ldc_t01_sec014,inherited_dash_continuation,1,ldc_t01_sec014_p006,LDC.T01.SEC014.P006,190,space,continue_same_speaker_only,"[[0, 2]]"
FLOW.T01.P005-P009.sec014,ldc_t01_sec014,inherited_dash_continuation,2,ldc_t01_sec014_p007,LDC.T01.SEC014.P007,148,space,continue_same_speaker_only,"[[0, 2]]"
FLOW.T01.P005-P009.sec014,ldc_t01_sec014,inherited_dash_continuation,3,ldc_t01_sec014_p008,LDC.T01.SEC014.P008,252,space,continue_same_speaker_only,"[[0, 2]]"
FLOW.T01.P005-P009.sec014,ldc_t01_sec014,inherited_dash_continuation,4,ldc_t01_sec014_p009,LDC.T01.SEC014.P009,122,,,[]
FLOW.T01.P012-P013.sec095,ldc_t01_sec095,inherited_dash_continuation,0,ldc_t01_sec095_p012,LDC.T01.SEC095.P012,114,space,continue_same_speaker_only,"[[0, 2]]"
FLOW.T01.P012-P013.sec095,ldc_t01_sec095,inherited_dash_continuation,1,ldc_t01_sec095_p013,LDC.T01.SEC095.P013,101,,,[]
FLOW.T03.P003-P004.6_e001,ldc_t03_1900_01_06_e001,inherited_dash_continuation,0,ldc_t03_1900_01_06_e001_p003,LDC.T03.1900-01-06.E001.P003,159,space,continue_same_speaker_only,"[[0, 2]]"
FLOW.T03.P003-P004.6_e001,ldc_t03_1900_01_06_e001,inherited_dash_continuation,1,ldc_t03_1900_01_06_e001_p004,LDC.T03.1900-01-06.E001.P004,228,,,[]
FLOW.T03.P038-P039.2_e001,ldc_t03_1900_01_12_e001,inherited_dash_continuation,0,ldc_t03_1900_01_12_e001_p038,LDC.T03.1900-01-12.E001.P038,122,space,continue_same_speaker_only,"[[0, 2]]"
FLOW.T03.P038-P039.2_e001,ldc_t03_1900_01_12_e001,inherited_dash_continuation,1,ldc_t03_1900_01_12_e001_p039,LDC.T03.1900-01-12.E001.P039,143,,,[]
FLOW.T04.P003-P004.2_e001,ldc_t04_1900_09_12_e001,inherited_dash_continuation,0,ldc_t04_1900_09_12_e001_p003,LDC.T04.1900-09-12.E001.P003,344,space,continue_same_speaker_only,"[[0, 2]]"
FLOW.T04.P003-P004.2_e001,ldc_t04_1900_09_12_e001,inherited_dash_continuation,1,ldc_t04_1900_09_12_e001_p004,LDC.T04.1900-09-12.E001.P004,168,,,[]
FLOW.T04.P002-P003.2_e001,ldc_t04_1900_09_22_e001,inherited_dash_continuation,0,ldc_t04_1900_09_22_e001_p002,LDC.T04.1900-09-22.E001.P002,75,space,continue_same_speaker_only,"[[0, 2]]"
FLOW.T04.P002-P003.2_e001,ldc_t04_1900_09_22_e001,inherited_dash_continuation,1,ldc_t04_1900_09_22_e001_p003,LDC.T04.1900-09-22.E001.P003,254,,,[]
FLOW.T04.P024-P025.0_e001,ldc_t04_1900_10_10_e001,inherited_dash_continuation,0,ldc_t04_1900_10_10_e001_p024,LDC.T04.1900-10-10.E001.P024,187,space,continue_same_speaker_only,"[[0, 2]]"
FLOW.T04.P024-P025.0_e001,ldc_t04_1900_10_10_e001,inherited_dash_continuation,1,ldc_t04_1900_10_10_e001_p025,LDC.T04.1900-10-10.E001.P025,29,,,[]
FLOW.T04.P001-P002.2_e001,ldc_t04_1900_10_12_e001,inherited_dash_continuation,0,ldc_t04_1900_10_12_e001_p001,LDC.T04.1900-10-12.E001.P001,70,space,terminate_run_at_boundary,"[[0, 2]]"
FLOW.T04.P001-P002.2_e001,ldc_t04_1900_10_12_e001,inherited_dash_continuation,1,ldc_t04_1900_10_12_e001_p002,LDC.T04.1900-10-12.E001.P002,244,,,[]
FLOW.T04.P003-P004.2_e001,ldc_t04_1900_10_22_e001,sentence_continuation,0,ldc_t04_1900_10_22_e001_p003,LDC.T04.1900-10-22.E001.P003,160,space,continue_same_speaker_only,[]
FLOW.T04.P003-P004.2_e001,ldc_t04_1900_10_22_e001,sentence_continuation,1,ldc_t04_1900_10_22_e001_p004,LDC.T04.1900-10-22.E001.P004,156,,,[]
FLOW.T04.P011-P012.2_e001,ldc_t04_1900_10_22_e001,inherited_dash_continuation,0,ldc_t04_1900_10_22_e001_p011,LDC.T04.1900-10-22.E001.P011,172,space,continue_same_speaker_only,"[[0, 2]]"
FLOW.T04.P011-P012.2_e001,ldc_t04_1900_10_22_e001,inherited_dash_continuation,1,ldc_t04_1900_10_22_e001_p012,LDC.T04.1900-10-22.E001.P012,47,,,[]
FLOW.T04.P001-P002.3_e001,ldc_t04_1900_12_03_e001,inherited_dash_continuation,0,ldc_t04_1900_12_03_e001_p001,LDC.T04.1900-12-03.E001.P001,163,space,terminate_run_at_boundary,"[[0, 2]]"
FLOW.T04.P001-P002.3_e001,ldc_t04_1900_12_03_e001,inherited_dash_continuation,1,ldc_t04_1900_12_03_e001_p002,LDC.T04.1900-12-03.E001.P002,320,,,[]
FLOW.T04.P017-P018.5_e001,ldc_t04_1900_12_25_e001,inherited_dash_continuation,0,ldc_t04_1900_12_25_e001_p017,LDC.T04.1900-12-25.E001.P017,115,space,continue_same_speaker_only,"[[0, 2]]"
FLOW.T04.P017-P018.5_e001,ldc_t04_1900_12_25_e001,inherited_dash_continuation,1,ldc_t04_1900_12_25_e001_p018,LDC.T04.1900-12-25.E001.P018,182,,,[]
FLOW.T04.P012-P013.6_e001,ldc_t04_1901_01_16_e001,inherited_dash_continuation,0,ldc_t04_1901_01_16_e001_p012,LDC.T04.1901-01-16.E001.P012,563,space,terminate_run_at_boundary,"[[0, 2]]"
FLOW.T04.P012-P013.6_e001,ldc_t04_1901_01_16_e001,inherited_dash_continuation,1,ldc_t04_1901_01_16_e001_p013,LDC.T04.1901-01-16.E001.P013,28,,,[]
FLOW.T04.P007-P008.8_e001,ldc_t04_1901_03_08_e001,inherited_dash_continuation,0,ldc_t04_1901_03_08_e001_p007,LDC.T04.1901-03-08.E001.P007,88,space,continue_same_speaker_only,"[[0, 2]]"
FLOW.T04.P007-P008.8_e001,ldc_t04_1901_03_08_e001,inherited_dash_continuation,1,ldc_t04_1901_03_08_e001_p008,LDC.T04.1901-03-08.E001.P008,31,,,[]
FLOW.T04.P009-P010.8_e001,ldc_t04_1901_06_18_e001,inherited_dash_continuation,0,ldc_t04_1901_06_18_e001_p009,LDC.T04.1901-06-18.E001.P009,122,space,continue_same_speaker_only,"[[0, 2]]"
FLOW.T04.P009-P010.8_e001,ldc_t04_1901_06_18_e001,inherited_dash_continuation,1,ldc_t04_1901_06_18_e001_p010,LDC.T04.1901-06-18.E001.P010,295,,,[]
FLOW.T04.P003-P004.3_e001,ldc_t04_1901_07_23_e001,inherited_dash_continuation,0,ldc_t04_1901_07_23_e001_p003,LDC.T04.1901-07-23.E001.P003,76,space,continue_same_speaker_only,"[[0, 2]]"
FLOW.T04.P003-P004.3_e001,ldc_t04_1901_07_23_e001,inherited_dash_continuation,1,ldc_t04_1901_07_23_e001_p004,LDC.T04.1901-07-23.E001.P004,270,,,[]
FLOW.T04.P013-P014.4_e001,ldc_t04_1901_09_04_e001,inherited_dash_continuation,0,ldc_t04_1901_09_04_e001_p013,LDC.T04.1901-09-04.E001.P013,182,space,continue_same_speaker_only,"[[0, 2]]"
FLOW.T04.P013-P014.4_e001,ldc_t04_1901_09_04_e001,inherited_dash_continuation,1,ldc_t04_1901_09_04_e001_p014,LDC.T04.1901-09-04.E001.P014,83,,,[]
FLOW.T04.P003-P004.0_e001,ldc_t04_1901_09_10_e001,inherited_dash_continuation,0,ldc_t04_1901_09_10_e001_p003,LDC.T04.1901-09-10.E001.P003,114,space,continue_same_speaker_only,"[[0, 2]]"
FLOW.T04.P003-P004.0_e001,ldc_t04_1901_09_10_e001,inherited_dash_continuation,1,ldc_t04_1901_09_10_e001_p004,LDC.T04.1901-09-10.E001.P004,147,,,[]
FLOW.T04.P006-P007.3_e001,ldc_t04_1901_10_03_e001,inherited_dash_continuation,0,ldc_t04_1901_10_03_e001_p006,LDC.T04.1901-10-03.E001.P006,121,space,continue_same_speaker_only,"[[0, 2]]"
FLOW.T04.P006-P007.3_e001,ldc_t04_1901_10_03_e001,inherited_dash_continuation,1,ldc_t04_1901_10_03_e001_p007,LDC.T04.1901-10-03.E001.P007,276,,,[]
FLOW.T04.P013-P014.4_e001,ldc_t04_1902_04_04_e001,inherited_dash_continuation,0,ldc_t04_1902_04_04_e001_p013,LDC.T04.1902-04-04.E001.P013,153,space,continue_same_speaker_only,"[[0, 2]]"
FLOW.T04.P013-P014.4_e001,ldc_t04_1902_04_04_e001,inherited_dash_continuation,1,ldc_t04_1902_04_04_e001_p014,LDC.T04.1902-04-04.E001.P014,213,,,[]
FLOW.T04.P005-P006.3_e001,ldc_t04_1902_07_03_e001,inherited_dash_continuation,0,ldc_t04_1902_07_03_e001_p005,LDC.T04.1902-07-03.E001.P005,110,space,continue_same_speaker_only,"[[0, 2]]"
FLOW.T04.P005-P006.3_e001,ldc_t04_1902_07_03_e001,inherited_dash_continuation,1,ldc_t04_1902_07_03_e001_p006,LDC.T04.1902-07-03.E001.P006,108,,,[]
FLOW.T04.P003-P004.1_e001,ldc_t04_1902_07_31_e001,inherited_dash_continuation,0,ldc_t04_1902_07_31_e001_p003,LDC.T04.1902-07-31.E001.P003,51,space,continue_same_speaker_only,"[[0, 2]]"
FLOW.T04.P003-P004.1_e001,ldc_t04_1902_07_31_e001,inherited_dash_continuation,1,ldc_t04_1902_07_31_e001_p004,LDC.T04.1902-07-31.E001.P004,74,,,[]
FLOW.T04.P005-P006.1_e001,ldc_t04_1902_11_01_e001,sentence_continuation,0,ldc_t04_1902_11_01_e001_p005,LDC.T04.1902-11-01.E001.P005,417,space,continue_same_speaker_only,[]
FLOW.T04.P005-P006.1_e001,ldc_t04_1902_11_01_e001,sentence_continuation,1,ldc_t04_1902_11_01_e001_p006,LDC.T04.1902-11-01.E001.P006,154,,,[]
FLOW.T04.P007-P008.5_e001,ldc_t04_1902_11_05_e001,inherited_dash_continuation,0,ldc_t04_1902_11_05_e001_p007,LDC.T04.1902-11-05.E001.P007,31,space,continue_same_speaker_only,"[[0, 2]]"
FLOW.T04.P007-P008.5_e001,ldc_t04_1902_11_05_e001,inherited_dash_continuation,1,ldc_t04_1902_11_05_e001_p008,LDC.T04.1902-11-05.E001.P008,113,,,[]
FLOW.T04.P004-P005.7_e001,ldc_t04_1902_11_17_e001,inherited_dash_continuation,0,ldc_t04_1902_11_17_e001_p004,LDC.T04.1902-11-17.E001.P004,58,space,continue_same_speaker_only,"[[0, 2]]"
FLOW.T04.P004-P005.7_e001,ldc_t04_1902_11_17_e001,inherited_dash_continuation,1,ldc_t04_1902_11_17_e001_p005,LDC.T04.1902-11-17.E001.P005,60,,,[]
FLOW.T04.P006-P007.3_e001,ldc_t04_1902_12_03_e001,inherited_dash_continuation,0,ldc_t04_1902_12_03_e001_p006,LDC.T04.1902-12-03.E001.P006,333,space,continue_same_speaker_only,"[[0, 2]]"
FLOW.T04.P006-P007.3_e001,ldc_t04_1902_12_03_e001,inherited_dash_continuation,1,ldc_t04_1902_12_03_e001_p007,LDC.T04.1902-12-03.E001.P007,69,,,[]
FLOW.T04.P006-P007.4_e001,ldc_t04_1902_12_04_e001,inherited_dash_continuation,0,ldc_t04_1902_12_04_e001_p006,LDC.T04.1902-12-04.E001.P006,109,space,continue_same_speaker_only,"[[0, 2]]"
FLOW.T04.P006-P007.4_e001,ldc_t04_1902_12_04_e001,inherited_dash_continuation,1,ldc_t04_1902_12_04_e001_p007,LDC.T04.1902-12-04.E001.P007,209,,,[]
FLOW.T04.P005-P007.7_e001,ldc_t04_1902_12_07_e001,inherited_dash_continuation,0,ldc_t04_1902_12_07_e001_p005,LDC.T04.1902-12-07.E001.P005,14,space,continue_same_speaker_only,"[[0, 2]]"
FLOW.T04.P005-P007.7_e001,ldc_t04_1902_12_07_e001,inherited_dash_continuation,1,ldc_t04_1902_12_07_e001_p006,LDC.T04.1902-12-07.E001.P006,96,space,continue_same_speaker_only,"[[0, 2]]"
FLOW.T04.P005-P007.7_e001,ldc_t04_1902_12_07_e001,inherited_dash_continuation,2,ldc_t04_1902_12_07_e001_p007,LDC.T04.1902-12-07.E001.P007,506,,,[]
FLOW.T04.P009-P010.4_e001,ldc_t04_1902_12_24_e001,inherited_dash_continuation,0,ldc_t04_1902_12_24_e001_p009,LDC.T04.1902-12-24.E001.P009,70,space,continue_same_speaker_only,"[[0, 2]]"
FLOW.T04.P009-P010.4_e001,ldc_t04_1902_12_24_e001,inherited_dash_continuation,1,ldc_t04_1902_12_24_e001_p010,LDC.T04.1902-12-24.E001.P010,86,,,[]
FLOW.T04.P019-P020.4_e001,ldc_t04_1902_12_24_e001,inherited_dash_continuation,0,ldc_t04_1902_12_24_e001_p019,LDC.T04.1902-12-24.E001.P019,69,space,continue_same_speaker_only,"[[0, 2]]"
FLOW.T04.P019-P020.4_e001,ldc_t04_1902_12_24_e001,inherited_dash_continuation,1,ldc_t04_1902_12_24_e001_p020,LDC.T04.1902-12-24.E001.P020,130,,,[]
FLOW.T04.P002-P003.0_e001,ldc_t04_1902_12_30_e001,inherited_dash_continuation,0,ldc_t04_1902_12_30_e001_p002,LDC.T04.1902-12-30.E001.P002,388,space,terminate_run_at_boundary,"[[0, 2]]"
FLOW.T04.P002-P003.0_e001,ldc_t04_1902_12_30_e001,inherited_dash_continuation,1,ldc_t04_1902_12_30_e001_p003,LDC.T04.1902-12-30.E001.P003,100,,,[]
FLOW.T04.P001-P002.7_e001,ldc_t04_1903_01_07_e001,inherited_dash_continuation,0,ldc_t04_1903_01_07_e001_p001,LDC.T04.1903-01-07.E001.P001,122,space,continue_same_speaker_only,"[[0, 2]]"
FLOW.T04.P001-P002.7_e001,ldc_t04_1903_01_07_e001,inherited_dash_continuation,1,ldc_t04_1903_01_07_e001_p002,LDC.T04.1903-01-07.E001.P002,171,,,[]
FLOW.T04.P006-P007.1_e001,ldc_t04_1903_02_01_e001,sentence_continuation,0,ldc_t04_1903_02_01_e001_p006,LDC.T04.1903-02-01.E001.P006,450,space,continue_same_speaker_only,[]
FLOW.T04.P006-P007.1_e001,ldc_t04_1903_02_01_e001,sentence_continuation,1,ldc_t04_1903_02_01_e001_p007,LDC.T04.1903-02-01.E001.P007,8,,,[]
FLOW.T05.P005-P006.9_e001,ldc_t05_1903_03_19_e001,sentence_continuation,0,ldc_t05_1903_03_19_e001_p005,LDC.T05.1903-03-19.E001.P005,108,space,continue_same_speaker_only,[]
FLOW.T05.P005-P006.9_e001,ldc_t05_1903_03_19_e001,sentence_continuation,1,ldc_t05_1903_03_19_e001_p006,LDC.T05.1903-03-19.E001.P006,10,,,[]
FLOW.T05.P008-P009.6_e001,ldc_t05_1903_06_16_e001,sentence_continuation,0,ldc_t05_1903_06_16_e001_p008,LDC.T05.1903-06-16.E001.P008,71,space,continue_same_speaker_only,[]
FLOW.T05.P008-P009.6_e001,ldc_t05_1903_06_16_e001,sentence_continuation,1,ldc_t05_1903_06_16_e001_p009,LDC.T05.1903-06-16.E001.P009,84,,,[]
FLOW.T05.P010-P011.2_e001,ldc_t05_1903_10_02_e001,sentence_continuation,0,ldc_t05_1903_10_02_e001_p010,LDC.T05.1903-10-02.E001.P010,46,space,continue_same_speaker_only,[]
FLOW.T05.P010-P011.2_e001,ldc_t05_1903_10_02_e001,sentence_continuation,1,ldc_t05_1903_10_02_e001_p011,LDC.T05.1903-10-02.E001.P011,75,,,[]
FLOW.T05.P001-P002.7_e001,ldc_t05_1903_10_07_e001,sentence_continuation,0,ldc_t05_1903_10_07_e001_p001,LDC.T05.1903-10-07.E001.P001,160,space,continue_same_speaker_only,[]
FLOW.T05.P001-P002.7_e001,ldc_t05_1903_10_07_e001,sentence_continuation,1,ldc_t05_1903_10_07_e001_p002,LDC.T05.1903-10-07.E001.P002,69,,,[]
FLOW.T05.P007-P008.ce_001,ldc_t05_intro_preface_001,sentence_continuation,0,ldc_t05_intro_preface_001_p007,LDC.T05.INTRO.PREFACE.001.P007,16,space,continue_same_speaker_only,[]
FLOW.T05.P007-P008.ce_001,ldc_t05_intro_preface_001,sentence_continuation,1,ldc_t05_intro_preface_001_p008,LDC.T05.INTRO.PREFACE.001.P008,64,,,[]
FLOW.T06.P006-P007.0_e001,ldc_t06_1904_05_30_e001,sentence_continuation,0,ldc_t06_1904_05_30_e001_p006,LDC.T06.1904-05-30.E001.P006,146,space,continue_same_speaker_only,[]
FLOW.T06.P006-P007.0_e001,ldc_t06_1904_05_30_e001,sentence_continuation,1,ldc_t06_1904_05_30_e001_p007,LDC.T06.1904-05-30.E001.P007,190,,,[]
FLOW.T06.P008-P009.5_e001,ldc_t06_1905_08_25_e001,inherited_dash_continuation,0,ldc_t06_1905_08_25_e001_p008,LDC.T06.1905-08-25.E001.P008,173,space,continue_same_speaker_only,"[[0, 2]]"
FLOW.T06.P008-P009.5_e001,ldc_t06_1905_08_25_e001,inherited_dash_continuation,1,ldc_t06_1905_08_25_e001_p009,LDC.T06.1905-08-25.E001.P009,220,,,[]
FLOW.T08.P008-P009.0_e001,ldc_t08_1908_12_30_e001,inherited_dash_continuation,0,ldc_t08_1908_12_30_e001_p008,LDC.T08.1908-12-30.E001.P008,58,space,terminate_run_at_boundary,"[[0, 2]]"
FLOW.T08.P008-P009.0_e001,ldc_t08_1908_12_30_e001,inherited_dash_continuation,1,ldc_t08_1908_12_30_e001_p009,LDC.T08.1908-12-30.E001.P009,95,,,[]
FLOW.T09.P003-P004.5_e001,ldc_t09_1909_05_05_e001,sentence_continuation,0,ldc_t09_1909_05_05_e001_p003,LDC.T09.1909-05-05.E001.P003,72,space,continue_same_speaker_only,[]
FLOW.T09.P003-P004.5_e001,ldc_t09_1909_05_05_e001,sentence_continuation,1,ldc_t09_1909_05_05_e001_p004,LDC.T09.1909-05-05.E001.P004,100,,,[]
FLOW.T09.P006-P007.0_e001,ldc_t09_1909_05_20_e001,inherited_dash_continuation,0,ldc_t09_1909_05_20_e001_p006,LDC.T09.1909-05-20.E001.P006,25,space,continue_same_speaker_only,"[[0, 2]]"
FLOW.T09.P006-P007.0_e001,ldc_t09_1909_05_20_e001,inherited_dash_continuation,1,ldc_t09_1909_05_20_e001_p007,LDC.T09.1909-05-20.E001.P007,121,,,[]
FLOW.T09.P005-P006.5_e001,ldc_t09_1909_05_25_e001,sentence_continuation,0,ldc_t09_1909_05_25_e001_p005,LDC.T09.1909-05-25.E001.P005,76,space,continue_same_speaker_only,[]
FLOW.T09.P005-P006.5_e001,ldc_t09_1909_05_25_e001,sentence_continuation,1,ldc_t09_1909_05_25_e001_p006,LDC.T09.1909-05-25.E001.P006,52,,,[]
FLOW.T09.P007-P008.4_e001,ldc_t09_1909_07_14_e001,inherited_dash_continuation,0,ldc_t09_1909_07_14_e001_p007,LDC.T09.1909-07-14.E001.P007,62,space,continue_same_speaker_only,"[[0, 2]]"
FLOW.T09.P007-P008.4_e001,ldc_t09_1909_07_14_e001,inherited_dash_continuation,1,ldc_t09_1909_07_14_e001_p008,LDC.T09.1909-07-14.E001.P008,360,,,[]
FLOW.T09.P006-P007.1_e001,ldc_t09_1909_10_01_e001,inherited_dash_continuation,0,ldc_t09_1909_10_01_e001_p006,LDC.T09.1909-10-01.E001.P006,46,space,continue_same_speaker_only,"[[0, 2]]"
FLOW.T09.P006-P007.1_e001,ldc_t09_1909_10_01_e001,inherited_dash_continuation,1,ldc_t09_1909_10_01_e001_p007,LDC.T09.1909-10-01.E001.P007,264,,,[]
FLOW.T09.P005-P006.4_e001,ldc_t09_1909_10_04_e001,inherited_dash_continuation,0,ldc_t09_1909_10_04_e001_p005,LDC.T09.1909-10-04.E001.P005,143,space,continue_same_speaker_only,"[[0, 2]]"
FLOW.T09.P005-P006.4_e001,ldc_t09_1909_10_04_e001,inherited_dash_continuation,1,ldc_t09_1909_10_04_e001_p006,LDC.T09.1909-10-04.E001.P006,420,,,[]
FLOW.T09.P007-P008.4_e001,ldc_t09_1909_10_14_e001,inherited_dash_continuation,0,ldc_t09_1909_10_14_e001_p007,LDC.T09.1909-10-14.E001.P007,148,space,continue_same_speaker_only,"[[0, 2]]"
FLOW.T09.P007-P008.4_e001,ldc_t09_1909_10_14_e001,inherited_dash_continuation,1,ldc_t09_1909_10_14_e001_p008,LDC.T09.1909-10-14.E001.P008,370,,,[]
FLOW.T09.P010-P011.4_e001,ldc_t09_1909_11_04_e001,inherited_dash_continuation,0,ldc_t09_1909_11_04_e001_p010,LDC.T09.1909-11-04.E001.P010,61,space,continue_same_speaker_only,"[[0, 2]]"
FLOW.T09.P010-P011.4_e001,ldc_t09_1909_11_04_e001,inherited_dash_continuation,1,ldc_t09_1909_11_04_e001_p011,LDC.T09.1909-11-04.E001.P011,86,,,[]
FLOW.T09.P006-P007.2_e001,ldc_t09_1909_12_22_e001,inherited_dash_continuation,0,ldc_t09_1909_12_22_e001_p006,LDC.T09.1909-12-22.E001.P006,77,space,continue_same_speaker_only,"[[0, 2]]"
FLOW.T09.P006-P007.2_e001,ldc_t09_1909_12_22_e001,inherited_dash_continuation,1,ldc_t09_1909_12_22_e001_p007,LDC.T09.1909-12-22.E001.P007,150,,,[]
FLOW.T09.P002-P003.6_e001,ldc_t09_1910_03_16_e001,sentence_continuation,0,ldc_t09_1910_03_16_e001_p002,LDC.T09.1910-03-16.E001.P002,360,space,continue_same_speaker_only,[]
FLOW.T09.P002-P003.6_e001,ldc_t09_1910_03_16_e001,sentence_continuation,1,ldc_t09_1910_03_16_e001_p003,LDC.T09.1910-03-16.E001.P003,55,,,[]
FLOW.T09.P006-P007.4_e001,ldc_t09_1910_07_04_e001,inherited_dash_continuation,0,ldc_t09_1910_07_04_e001_p006,LDC.T09.1910-07-04.E001.P006,131,space,continue_same_speaker_only,"[[0, 2]]"
FLOW.T09.P006-P007.4_e001,ldc_t09_1910_07_04_e001,inherited_dash_continuation,1,ldc_t09_1910_07_04_e001_p007,LDC.T09.1910-07-04.E001.P007,25,,,[]
FLOW.T09.P005-P006.9_e001,ldc_t09_1910_10_29_e001,inherited_dash_continuation,0,ldc_t09_1910_10_29_e001_p005,LDC.T09.1910-10-29.E001.P005,160,space,continue_same_speaker_only,"[[0, 2]]"
FLOW.T09.P005-P006.9_e001,ldc_t09_1910_10_29_e001,inherited_dash_continuation,1,ldc_t09_1910_10_29_e001_p006,LDC.T09.1910-10-29.E001.P006,124,,,[]
FLOW.T11.P002-P003.5_e001,ldc_t11_1913_09_25_e001,sentence_continuation,0,ldc_t11_1913_09_25_e001_p002,LDC.T11.1913-09-25.E001.P002,212,space,continue_same_speaker_only,[]
FLOW.T11.P002-P003.5_e001,ldc_t11_1913_09_25_e001,sentence_continuation,1,ldc_t11_1913_09_25_e001_p003,LDC.T11.1913-09-25.E001.P003,119,,,[]
FLOW.T11.P009-P010.8_e001,ldc_t11_1914_03_08_e001,inherited_dash_continuation,0,ldc_t11_1914_03_08_e001_p009,LDC.T11.1914-03-08.E001.P009,227,space,continue_same_speaker_only,"[[0, 2]]"
FLOW.T11.P009-P010.8_e001,ldc_t11_1914_03_08_e001,inherited_dash_continuation,1,ldc_t11_1914_03_08_e001_p010,LDC.T11.1914-03-08.E001.P010,158,,,[]
FLOW.T11.P004-P005.3_e001,ldc_t11_1916_10_13_e001,inherited_dash_continuation,0,ldc_t11_1916_10_13_e001_p004,LDC.T11.1916-10-13.E001.P004,322,space,continue_same_speaker_only,"[[0, 2]]"
FLOW.T11.P004-P005.3_e001,ldc_t11_1916_10_13_e001,inherited_dash_continuation,1,ldc_t11_1916_10_13_e001_p005,LDC.T11.1916-10-13.E001.P005,90,,,[]
FLOW.T12.P005-P006.0_e001,ldc_t12_1917_05_10_e001,inherited_dash_continuation,0,ldc_t12_1917_05_10_e001_p005,LDC.T12.1917-05-10.E001.P005,82,space,continue_same_speaker_only,"[[0, 2]]"
FLOW.T12.P005-P006.0_e001,ldc_t12_1917_05_10_e001,inherited_dash_continuation,1,ldc_t12_1917_05_10_e001_p006,LDC.T12.1917-05-10.E001.P006,192,,,[]
FLOW.T12.P007-P008.8_e001,ldc_t12_1917_07_18_e001,inherited_dash_continuation,0,ldc_t12_1917_07_18_e001_p007,LDC.T12.1917-07-18.E001.P007,57,space,continue_same_speaker_only,"[[0, 2]]"
FLOW.T12.P007-P008.8_e001,ldc_t12_1917_07_18_e001,inherited_dash_continuation,1,ldc_t12_1917_07_18_e001_p008,LDC.T12.1917-07-18.E001.P008,74,,,[]
FLOW.T12.P016-P017.4_e001,ldc_t12_1917_08_14_e001,inherited_dash_continuation,0,ldc_t12_1917_08_14_e001_p016,LDC.T12.1917-08-14.E001.P016,22,space,continue_same_speaker_only,"[[0, 2]]"
FLOW.T12.P016-P017.4_e001,ldc_t12_1917_08_14_e001,inherited_dash_continuation,1,ldc_t12_1917_08_14_e001_p017,LDC.T12.1917-08-14.E001.P017,225,,,[]
FLOW.T12.P055-P056.4_e001,ldc_t12_1917_08_14_e001,inherited_dash_continuation,0,ldc_t12_1917_08_14_e001_p055,LDC.T12.1917-08-14.E001.P055,42,space,continue_same_speaker_only,"[[0, 2]]"
FLOW.T12.P055-P056.4_e001,ldc_t12_1917_08_14_e001,inherited_dash_continuation,1,ldc_t12_1917_08_14_e001_p056,LDC.T12.1917-08-14.E001.P056,111,,,[]
FLOW.T12.P004-P005.0_e001,ldc_t12_1917_11_20_e001,sentence_continuation,0,ldc_t12_1917_11_20_e001_p004,LDC.T12.1917-11-20.E001.P004,586,space,continue_same_speaker_only,[]
FLOW.T12.P004-P005.0_e001,ldc_t12_1917_11_20_e001,sentence_continuation,1,ldc_t12_1917_11_20_e001_p005,LDC.T12.1917-11-20.E001.P005,9,,,[]
FLOW.T12.P007-P008.8_e001,ldc_t12_1918_04_08_e001,inherited_dash_continuation,0,ldc_t12_1918_04_08_e001_p007,LDC.T12.1918-04-08.E001.P007,41,space,continue_same_speaker_only,"[[0, 2]]"
FLOW.T12.P007-P008.8_e001,ldc_t12_1918_04_08_e001,inherited_dash_continuation,1,ldc_t12_1918_04_08_e001_p008,LDC.T12.1918-04-08.E001.P008,88,,,[]
FLOW.T12.P003-P004.6_e001,ldc_t12_1918_11_16_e001,inherited_dash_continuation,0,ldc_t12_1918_11_16_e001_p003,LDC.T12.1918-11-16.E001.P003,222,space,continue_same_speaker_only,"[[0, 2]]"
FLOW.T12.P003-P004.6_e001,ldc_t12_1918_11_16_e001,inherited_dash_continuation,1,ldc_t12_1918_11_16_e001_p004,LDC.T12.1918-11-16.E001.P004,50,,,[]
FLOW.T12.P004-P005.4_e001,ldc_t12_1918_12_04_e001,inherited_dash_continuation,0,ldc_t12_1918_12_04_e001_p004,LDC.T12.1918-12-04.E001.P004,95,space,continue_same_speaker_only,"[[0, 2]]"
FLOW.T12.P004-P005.4_e001,ldc_t12_1918_12_04_e001,inherited_dash_continuation,1,ldc_t12_1918_12_04_e001_p005,LDC.T12.1918-12-04.E001.P005,167,,,[]
FLOW.T12.P006-P007.4_e001,ldc_t12_1919_03_14_e001,inherited_dash_continuation,0,ldc_t12_1919_03_14_e001_p006,LDC.T12.1919-03-14.E001.P006,102,space,continue_same_speaker_only,"[[0, 2]]"
FLOW.T12.P006-P007.4_e001,ldc_t12_1919_03_14_e001,inherited_dash_continuation,1,ldc_t12_1919_03_14_e001_p007,LDC.T12.1919-03-14.E001.P007,107,,,[]
